#,MASTER_ACCOUNT,login_count_1M,login_count_2M,login_count_3M,login_count_6M
1,000009,4,10,18,39
2,000011,0,0,0,3
3,000012,11,21,26,52
4,000014,8,9,13,20
5,000016,23,46,70,129
6,000020,22,43,65,125
7,000021,5,12,23,58
8,000024,7,12,22,55
9,000026,22,46,70,130
10,000028,0,1,2,3
11,000031,7,29,42,78
12,000033,20,42,65,121
13,000036,24,49,73,136
14,000039,2,2,6,21
15,000041,26,48,74,138
16,000042,0,2,5,28
17,000044,0,0,1,15
18,000045,22,45,68,114
19,000046,15,20,26,44
20,000049,12,31,53,77
21,000051,17,27,48,106
22,000055,23,45,68,130
23,000076,24,46,68,128
24,000080,0,1,1,1
25,000086,3,3,3,11
26,000095,24,49,73,139
27,000103,5,25,47,102
28,000111,1,1,3,15
29,000127,15,22,28,67
30,000129,20,37,60,117
31,000133,3,5,16,33
32,000135,18,35,57,123
33,000191,24,46,70,131
34,000203,2,6,26,39
35,000216,23,48,71,138
36,000223,22,45,68,128
37,000225,2,3,6,9
38,000232,0,4,9,39
39,000239,25,50,74,135
40,000243,22,44,67,126
41,000247,30,32,32,77
42,000270,0,3,25,35
43,000282,4,7,12,30
44,000305,0,0,1,2
45,000315,9,17,28,49
46,000333,21,43,63,121
47,000435,1,1,1,1
48,000476,3,10,15,25
49,000489,25,48,73,134
50,000514,0,0,0,4
51,000520,22,44,67,127
52,000523,1,2,13,29
53,000524,17,37,60,120
54,000559,3,4,6,20
55,000576,0,0,0,1
56,000587,11,20,39,69
57,000598,6,11,13,25
58,000615,19,40,63,121
59,000617,20,36,57,118
60,000625,6,9,15,46
61,000639,17,39,60,119
62,000649,4,6,7,36
63,000652,0,4,5,34
64,000656,10,13,17,29
65,000661,22,39,59,105
66,000673,22,44,67,126
67,000674,0,1,3,13
68,000679,0,0,0,2
69,000696,0,0,0,1
70,000701,5,7,12,32
71,000702,24,48,72,134
72,000704,21,43,67,126
73,000705,0,0,0,3
74,000707,22,41,65,125
75,000708,23,45,68,124
76,000709,27,49,74,140
77,000712,11,18,31,63
78,000713,0,0,0,1
79,000728,0,0,0,4
80,000729,18,27,42,68
81,000730,12,29,43,96
82,000745,16,29,45,102
83,000755,21,40,59,117
84,000761,1,1,2,4
85,000767,9,24,38,77
86,000768,1,1,5,6
87,000769,9,27,47,90
88,000783,1,3,6,10
89,000784,12,23,26,44
90,000792,7,8,12,25
91,000793,0,0,0,2
92,000798,0,0,1,2
93,000800,0,3,5,19
94,000807,9,20,33,64
95,000831,1,5,10,21
96,000835,0,0,0,6
97,000847,14,18,22,58
98,000855,0,0,1,1
99,000866,26,52,80,147
100,000868,22,45,68,79
101,000871,18,40,63,121
102,000872,4,9,12,18
103,000906,3,13,35,75
104,000907,1,1,1,4
105,000913,0,0,0,1
106,000919,24,48,74,138
107,000921,2,9,10,20
108,000926,26,51,80,111
109,000927,17,34,49,107
110,000959,23,46,68,128
111,000973,21,43,66,125
112,000982,22,45,68,129
113,000988,23,41,65,129
114,000989,1,1,2,3
115,000994,12,17,33,49
116,000995,5,8,8,18
117,001009,23,48,71,107
118,001012,22,44,67,125
119,001025,21,44,69,133
120,001026,16,34,54,59
121,001032,1,3,10,24
122,001042,26,50,76,147
123,001060,5,20,36,50
124,001072,22,44,65,70
125,0010AJ,22,44,68,130
126,001105,24,50,74,134
127,001109,31,55,82,161
128,001116,0,3,6,14
129,001122,22,44,67,129
130,001126,0,0,0,3
131,001134,0,0,1,10
132,001135,23,45,70,135
133,001139,0,0,2,2
134,001144,9,21,25,31
135,001146,0,0,0,1
136,001147,22,45,70,132
137,001161,17,35,56,116
138,001165,0,1,2,5
139,001167,0,0,0,3
140,001170,23,45,68,131
141,001177,15,31,53,105
142,0011AA,20,42,64,123
143,001200,25,48,73,136
144,001215,6,17,26,59
145,001243,2,2,2,7
146,001246,2,2,9,13
147,001248,0,1,1,1
148,001260,7,25,29,36
149,001261,4,8,12,36
150,001263,0,2,3,18
151,001272,25,48,72,118
152,001279,15,36,53,104
153,001284,22,44,64,121
154,001297,10,28,48,102
155,001299,12,30,45,97
156,0012AC,0,0,0,9
157,0012AH,2,5,7,26
158,0012CK,4,8,13,24
159,001304,10,12,24,56
160,001311,0,0,0,4
161,001316,4,6,9,15
162,001317,1,10,30,74
163,001335,25,47,71,133
164,001347,22,44,69,126
165,001351,20,43,66,100
166,001362,16,31,43,75
167,001365,0,1,1,1
168,001366,21,42,65,124
169,001375,24,45,69,127
170,001379,25,49,73,144
171,001380,0,0,1,12
172,001390,17,35,53,106
173,001393,27,49,72,131
174,001394,0,3,7,7
175,001400,22,44,67,119
176,001401,2,3,7,26
177,001406,0,0,0,5
178,001407,27,48,60,107
179,001408,22,45,67,128
180,001425,22,31,39,47
181,001431,0,0,0,2
182,001442,19,40,60,71
183,001451,0,0,0,24
184,001453,0,1,2,6
185,001458,22,44,66,125
186,001465,22,43,67,127
187,001469,10,13,25,77
188,001477,0,0,0,2
189,001478,6,16,26,57
190,001504,22,45,65,67
191,001510,0,2,2,2
192,001537,22,43,66,125
193,001542,18,29,43,101
194,001552,0,0,6,15
195,001556,4,4,5,8
196,001562,3,6,10,14
197,001579,9,10,10,23
198,001595,25,49,74,146
199,001601,22,44,67,133
200,001604,16,21,37,92
201,001613,8,14,23,32
202,001618,0,0,0,1
203,001654,19,38,59,118
204,001676,22,48,71,110
205,001685,2,7,11,19
206,001688,1,1,1,3
207,001689,4,7,7,19
208,001699,23,46,69,129
209,0016AA,23,40,59,107
210,0016AC,23,46,70,129
211,001702,5,7,18,73
212,001708,2,2,2,2
213,001717,13,35,55,116
214,001733,1,4,12,12
215,001753,24,48,74,137
216,001767,0,2,3,15
217,001769,22,44,66,126
218,001789,7,22,32,71
219,001806,22,43,63,113
220,001809,1,4,5,8
221,001837,4,11,20,66
222,001838,11,16,32,58
223,001841,1,3,4,7
224,001849,0,1,1,1
225,001875,10,13,22,50
226,001884,0,0,2,17
227,001890,24,45,69,121
228,001893,2,5,7,22
229,001896,2,5,7,20
230,001899,25,47,70,99
231,0018AA,2,5,13,38
232,0018AK,9,14,21,27
233,001910,0,0,0,17
234,001955,7,11,17,39
235,001957,1,7,10,24
236,001970,20,42,63,116
237,001977,22,45,68,129
238,001978,17,38,39,39
239,001993,2,6,8,37
240,001995,24,46,71,136
241,001999,1,2,6,15
242,001VHS,25,50,73,137
243,002004,7,11,14,23
244,002028,11,16,25,61
245,002039,0,0,4,11
246,002065,0,3,3,3
247,002070,9,9,15,39
248,002072,22,44,67,126
249,002075,20,41,62,84
250,002095,26,52,69,77
251,002096,14,27,28,42
252,0020AE,10,32,56,116
253,002124,22,44,67,127
254,002137,9,17,21,36
255,002142,20,39,49,91
256,002148,23,45,68,132
257,002154,5,5,6,15
258,002159,12,26,47,94
259,002160,2,6,14,17
260,002162,3,3,4,11
261,002171,13,28,42,70
262,002178,0,0,9,46
263,002182,2,3,6,8
264,002196,22,44,68,122
265,0021AD,0,1,1,13
266,002203,23,45,68,128
267,002211,0,1,3,14
268,002214,0,2,2,21
269,002217,4,6,10,29
270,002223,1,2,4,10
271,002225,4,5,15,57
272,002230,3,15,25,40
273,002248,22,44,68,125
274,002253,5,15,35,70
275,002255,0,0,1,7
276,002258,2,9,23,68
277,002266,23,46,70,130
278,002279,8,22,31,79
279,002282,3,9,15,47
280,002287,5,8,11,20
281,0022AA,0,0,1,1
282,0022AD,6,14,15,17
283,002308,18,41,64,116
284,002310,0,0,4,4
285,002324,6,6,7,14
286,002329,5,12,21,56
287,002331,18,35,55,112
288,002337,8,11,27,81
289,002365,15,29,49,106
290,002382,23,45,70,131
291,002389,12,23,24,63
292,002398,10,22,45,81
293,0023AI,9,22,32,91
294,002404,0,4,12,26
295,002405,0,2,4,4
296,002407,5,17,23,29
297,002438,9,18,27,48
298,002440,26,49,72,133
299,002465,4,7,12,69
300,002493,0,0,0,2
301,002505,13,31,52,104
302,002518,15,18,22,43
303,002523,0,1,2,3
304,002543,16,27,40,79
305,002561,3,4,9,31
306,002565,0,0,0,3
307,002569,1,1,2,6
308,002570,22,44,59,91
309,002593,0,0,0,1
310,0025AA,24,43,66,135
311,002607,9,24,35,63
312,002611,0,0,0,11
313,002617,22,44,67,126
314,002637,23,41,64,123
315,002640,23,47,70,133
316,002643,25,48,71,90
317,002645,1,4,7,19
318,002656,0,1,1,1
319,002664,1,2,2,8
320,002673,1,4,8,29
321,002680,22,43,67,126
322,002681,19,42,59,116
323,002689,2,5,8,18
324,002696,22,43,65,125
325,0026AA,15,32,52,114
326,0026AK,10,19,27,27
327,002708,22,37,57,123
328,002715,1,4,6,36
329,002717,22,44,67,128
330,002721,17,30,48,96
331,002741,16,38,61,125
332,002750,0,0,0,11
333,002769,0,0,1,2
334,002774,23,45,69,131
335,002790,7,16,27,41
336,002795,1,1,2,2
337,0027AB,0,0,1,23
338,002810,0,1,4,12
339,002838,17,30,52,108
340,002862,0,0,0,2
341,002876,11,21,34,48
342,002879,22,45,69,128
343,002893,25,47,71,139
344,002904,22,44,67,122
345,002905,25,41,56,99
346,002907,1,4,5,9
347,002910,23,45,68,127
348,002918,8,27,50,105
349,002945,16,31,42,52
350,002963,13,31,45,95
351,002964,3,5,10,36
352,002971,12,28,39,78
353,002979,0,0,0,11
354,002989,26,52,73,135
355,002990,9,9,12,38
356,002993,18,31,50,101
357,002996,28,52,52,52
358,002999,0,0,2,6
359,002C82,4,14,35,75
360,003031,0,1,2,3
361,003042,26,49,75,146
362,003045,21,43,61,116
363,003049,26,50,79,144
364,003058,1,2,2,7
365,003062,6,8,16,50
366,003063,5,10,15,28
367,003065,0,0,0,3
368,003071,2,9,14,29
369,003096,29,51,76,125
370,003114,1,2,7,12
371,003132,18,38,58,99
372,003135,25,51,75,146
373,003145,26,51,77,143
374,003146,22,38,38,42
375,003156,25,53,77,140
376,003158,5,6,9,16
377,003160,19,38,47,93
378,003162,19,33,51,98
379,003182,23,45,69,131
380,003190,0,0,0,2
381,003202,15,36,58,82
382,003206,31,59,89,161
383,003218,25,49,72,136
384,003239,19,29,45,100
385,003243,1,5,7,19
386,003247,16,38,46,65
387,003252,23,46,65,125
388,003259,8,25,42,96
389,00326M,2,7,13,28
390,003274,25,52,77,146
391,003278,4,5,6,13
392,003285,2,2,2,2
393,003291,1,1,3,19
394,0032AA,14,37,56,103
395,003314,20,42,64,120
396,003356,13,32,45,84
397,003359,3,5,11,29
398,003363,27,49,76,141
399,003373,11,22,40,72
400,003379,4,14,28,55
401,003396,26,50,78,146
402,0033AA,8,16,29,65
403,0033AI,0,0,0,48
404,003403,22,44,67,126
405,003408,22,44,67,123
406,003428,19,38,60,117
407,003437,21,23,34,77
408,003443,15,32,38,59
409,003462,8,29,48,84
410,003468,24,52,78,147
411,003473,20,43,65,125
412,003517,19,40,65,120
413,003524,2,10,20,56
414,003534,18,34,48,104
415,003538,1,4,10,18
416,003577,24,47,71,131
417,003594,10,18,25,28
418,003597,23,47,72,131
419,0035AA,7,10,15,33
420,003600,5,11,20,50
421,003618,22,45,70,138
422,003623,7,9,11,15
423,003633,22,44,64,117
424,003638,4,10,19,61
425,003649,16,30,51,104
426,003688,5,10,15,22
427,003705,0,0,0,4
428,003707,0,2,3,14
429,003708,22,45,69,127
430,003756,2,8,14,43
431,003757,22,47,74,135
432,003758,0,0,0,25
433,003761,21,41,56,103
434,003766,23,45,68,129
435,003784,22,48,72,138
436,003786,9,19,31,88
437,003798,18,30,40,80
438,0037AB,21,45,71,144
439,0037AD,3,3,7,43
440,003808,1,2,2,7
441,003809,23,45,68,127
442,003812,8,18,31,73
443,003817,10,18,27,46
444,003818,5,6,9,15
445,003855,0,1,14,26
446,003868,21,43,64,120
447,003877,12,32,47,99
448,003881,25,49,72,121
449,0038AG,31,58,86,159
450,0038AK,4,5,8,27
451,003909,17,37,65,117
452,003916,0,0,7,9
453,003922,0,0,0,2
454,003923,0,0,4,30
455,003925,0,1,1,2
456,003931,0,0,0,6
457,003944,1,7,17,74
458,003964,23,43,66,132
459,003968,0,0,0,6
460,003986,24,47,70,133
461,003988,4,9,16,45
462,003992,20,38,57,102
463,003993,16,17,23,54
464,004004,3,3,8,11
465,004016,4,13,18,61
466,004023,12,14,14,32
467,004033,25,53,82,155
468,004059,0,0,1,3
469,004060,11,13,18,51
470,004063,22,43,66,120
471,004066,0,0,6,6
472,004073,0,0,0,8
473,004112,4,5,6,10
474,004121,19,40,63,122
475,004122,23,46,69,129
476,004123,19,32,55,113
477,004154,22,44,67,126
478,004158,20,39,50,98
479,004162,13,33,56,109
480,004182,5,16,27,27
481,004188,1,1,1,3
482,004196,22,44,67,126
483,004222,15,37,61,122
484,004288,6,14,29,69
485,0042DA,0,3,8,46
486,004317,5,11,22,74
487,004319,25,46,73,133
488,004330,1,1,2,3
489,004336,12,15,27,77
490,004338,23,44,65,123
491,004339,3,13,24,38
492,004370,22,44,67,126
493,004372,24,46,70,134
494,004377,1,3,12,25
495,004380,4,8,9,18
496,004382,5,5,6,19
497,004394,4,7,10,12
498,004396,21,42,65,125
499,004397,1,3,4,7
500,004398,23,46,52,88
501,0043AH,23,45,71,131
502,004400,8,22,33,68
503,004409,16,26,40,83
504,004412,2,3,4,12
505,004453,22,47,70,134
506,004456,23,45,69,127
507,004493,3,5,10,47
508,004513,21,39,57,111
509,004524,26,50,75,143
510,004526,0,1,1,12
511,004541,6,11,19,48
512,004567,26,43,62,112
513,004569,13,23,33,73
514,004572,1,4,4,4
515,004584,16,26,45,110
516,004586,23,45,68,129
517,004590,12,35,59,120
518,004605,14,21,39,95
519,004611,23,47,72,135
520,004620,18,41,64,112
521,004623,1,3,7,22
522,004636,1,1,3,9
523,004639,26,51,76,97
524,004645,23,44,61,92
525,004667,6,26,40,71
526,004668,25,51,76,144
527,004672,4,11,11,26
528,004683,0,0,1,11
529,004694,22,45,68,126
530,004701,9,14,28,74
531,004702,22,45,68,129
532,004717,21,43,66,117
533,004719,13,23,36,61
534,004732,12,24,37,80
535,004747,2,10,31,91
536,004751,22,45,69,135
537,004782,7,8,8,12
538,004810,26,48,70,132
539,004836,1,8,11,62
540,004847,0,0,5,55
541,004850,5,25,48,106
542,004852,1,1,5,9
543,004878,8,23,42,99
544,004896,14,26,40,99
545,0048AI,16,35,55,94
546,004916,0,1,3,43
547,004918,22,44,68,129
548,004922,23,45,69,130
549,004930,3,9,9,24
550,004942,8,23,40,88
551,004988,29,48,70,133
552,004998,17,33,46,87
553,005004,1,1,1,6
554,005011,22,44,67,126
555,005014,0,3,6,27
556,005017,7,12,23,71
557,005028,7,12,28,72
558,005031,8,10,12,22
559,005069,10,26,50,111
560,005089,22,45,68,126
561,005098,18,33,52,104
562,005107,20,40,62,120
563,005113,22,41,64,123
564,005120,22,44,69,132
565,005122,22,44,67,125
566,005127,22,45,69,127
567,005129,2,2,2,2
568,005130,11,20,24,38
569,005137,22,43,66,121
570,005145,21,41,66,128
571,005164,4,6,13,31
572,005165,6,6,6,6
573,005168,12,19,44,109
574,005172,23,45,68,128
575,005174,0,0,0,5
576,005188,12,16,20,28
577,005190,10,13,16,35
578,005192,23,46,72,138
579,0051AA,11,23,32,59
580,0051AL,12,27,48,106
581,005208,3,12,33,56
582,005217,7,19,35,40
583,005243,23,47,73,135
584,005245,28,54,82,156
585,005258,17,38,55,110
586,005261,5,14,31,82
587,005262,5,8,24,61
588,005268,24,47,70,132
589,005292,22,45,67,127
590,005305,24,46,69,131
591,005307,2,4,16,56
592,005310,0,1,2,24
593,005346,0,0,2,9
594,005361,28,52,79,148
595,005364,0,0,0,5
596,005371,2,4,6,9
597,005384,1,1,2,17
598,005390,10,13,19,38
599,005391,21,43,66,126
600,005392,23,45,70,132
601,005400,23,44,60,123
602,005409,26,48,73,139
603,005451,22,44,67,126
604,005453,12,20,31,66
605,005458,4,8,19,50
606,005482,0,0,0,6
607,005496,1,3,3,6
608,005513,3,7,10,22
609,005520,23,47,72,138
610,005529,7,8,19,56
611,005540,21,40,53,107
612,005544,12,23,42,102
613,005548,23,46,69,128
614,005555,3,9,13,19
615,005560,23,45,66,132
616,005562,10,16,19,20
617,005581,0,0,0,12
618,0055AA,19,40,63,114
619,005603,17,22,23,27
620,005611,0,0,0,5
621,005620,21,34,57,107
622,005642,17,37,60,117
623,005655,18,36,56,116
624,005656,4,7,22,42
625,005659,13,23,33,54
626,005678,29,56,85,158
627,005718,22,41,66,118
628,005726,16,30,45,92
629,005738,24,49,75,147
630,005749,0,1,2,6
631,005757,22,44,68,128
632,005763,21,42,66,125
633,005765,1,8,18,23
634,005767,2,2,2,5
635,005791,19,37,59,111
636,005801,13,24,47,113
637,005806,13,22,30,58
638,005811,7,7,7,7
639,005821,4,20,43,104
640,005822,19,41,63,111
641,005824,18,26,35,66
642,005826,5,5,5,8
643,005842,15,23,44,93
644,005852,4,7,13,31
645,005858,6,14,20,56
646,005880,23,40,61,118
647,0058AC,22,44,67,135
648,005902,6,10,15,47
649,005903,0,7,17,52
650,005913,0,0,0,1
651,005942,3,5,8,17
652,005951,5,9,14,16
653,005978,22,42,65,122
654,005987,22,44,67,129
655,005994,22,44,67,128
656,005996,1,4,9,75
657,005C35,5,5,5,5
658,005C98,15,15,15,15
659,006013,21,44,68,130
660,006015,24,47,73,136
661,006029,8,16,21,44
662,006063,0,0,0,2
663,006064,18,32,51,98
664,006079,2,4,12,49
665,006095,13,14,16,24
666,006099,22,45,67,97
667,0060AA,0,0,1,3
668,006100,23,46,67,133
669,006109,20,42,66,128
670,006114,3,5,8,17
671,006117,1,1,1,3
672,006128,22,44,63,122
673,006192,5,11,24,53
674,006203,27,52,76,145
675,006245,4,7,13,47
676,006248,8,13,21,59
677,006263,3,3,3,5
678,0062AA,17,38,61,117
679,006302,24,47,70,132
680,006303,4,6,8,30
681,006347,1,5,10,14
682,006364,0,0,1,6
683,006372,3,3,4,16
684,006387,0,0,0,4
685,006388,2,5,10,37
686,006398,1,7,14,22
687,006454,20,39,58,93
688,006472,0,1,2,5
689,006494,24,48,71,136
690,006495,0,0,0,2
691,006538,16,39,65,116
692,006555,0,0,0,3
693,006556,24,47,71,126
694,006574,0,1,1,1
695,006598,22,46,70,132
696,006625,0,12,38,106
697,006633,5,11,13,22
698,006638,32,59,89,169
699,006663,11,16,21,32
700,006665,0,1,1,17
701,006673,0,3,5,7
702,006687,23,46,69,129
703,006694,22,46,69,121
704,006695,2,12,29,89
705,006696,16,34,54,112
706,006699,21,42,65,121
707,0066AB,14,32,52,95
708,0066LT,2,2,3,10
709,006758,21,40,61,124
710,006765,24,46,70,131
711,006777,0,0,0,4
712,006786,24,46,67,126
713,006798,19,34,50,101
714,006808,22,44,67,126
715,006815,22,45,68,127
716,006822,21,45,62,124
717,006828,14,35,58,117
718,006832,10,10,11,25
719,006834,8,12,27,60
720,006838,14,32,53,113
721,006844,0,0,1,12
722,006858,23,45,69,128
723,006862,0,0,1,1
724,006868,8,10,12,23
725,006887,16,26,42,84
726,006892,2,5,10,54
727,006907,22,46,70,135
728,006914,26,52,79,151
729,006950,23,47,71,133
730,006958,8,17,27,58
731,006963,5,6,6,7
732,006973,0,1,5,52
733,006979,23,45,68,131
734,006995,9,13,33,61
735,006998,0,0,0,3
736,0069AQ,24,47,71,135
737,007000,4,10,11,37
738,007003,2,7,9,21
739,007024,16,22,31,54
740,007028,23,46,67,136
741,007030,0,0,1,8
742,007036,10,13,15,30
743,007050,0,0,3,9
744,007056,24,47,70,133
745,007084,0,0,6,8
746,007085,6,10,18,39
747,007107,21,42,63,95
748,007122,3,4,11,32
749,007130,23,47,71,130
750,007136,1,1,2,8
751,007154,18,30,49,70
752,007203,0,0,0,4
753,007220,22,44,68,127
754,007225,0,0,1,2
755,007233,1,2,4,16
756,007235,22,44,68,133
757,007240,21,42,67,130
758,007266,22,45,68,127
759,007337,7,10,12,38
760,007357,2,3,9,28
761,007362,22,39,62,121
762,007373,6,24,24,24
763,007381,15,36,56,93
764,007408,2,2,3,8
765,007409,25,50,74,137
766,007413,0,0,0,1
767,007414,24,48,73,142
768,007431,22,42,58,97
769,007441,8,20,29,63
770,007458,23,45,67,129
771,007459,0,0,1,4
772,007473,1,1,1,30
773,007478,2,5,15,48
774,007481,9,12,28,47
775,007486,1,1,6,30
776,007487,13,25,48,99
777,007501,0,0,0,6
778,007502,0,1,4,41
779,007519,15,28,46,103
780,007531,19,30,35,75
781,007552,6,6,6,6
782,007560,19,42,63,117
783,007566,1,3,27,87
784,007575,2,2,2,3
785,007586,22,44,67,129
786,0075AB,2,2,3,5
787,007610,27,54,83,156
788,007633,17,32,45,94
789,007658,31,59,82,150
790,007659,1,2,3,35
791,007667,22,45,72,141
792,007669,24,46,69,130
793,00766O,2,2,2,2
794,007670,5,6,6,9
795,007694,20,42,62,124
796,007695,24,47,71,135
797,007696,0,3,3,18
798,0076AB,2,5,10,26
799,007707,0,1,4,5
800,007724,0,0,0,4
801,007736,2,2,5,12
802,007750,24,47,70,135
803,007757,20,42,65,116
804,007786,23,47,74,144
805,0077AB,0,0,1,4
806,0077AC,22,47,74,137
807,007800,17,40,63,122
808,007801,23,43,65,123
809,007806,2,10,10,13
810,007811,21,38,60,94
811,007817,1,1,1,8
812,007823,7,18,36,90
813,007843,5,18,35,74
814,007849,2,6,10,26
815,007870,18,40,63,76
816,007872,9,20,38,91
817,007877,24,45,66,132
818,007885,0,0,2,54
819,007887,27,54,78,138
820,007893,9,19,33,58
821,007917,2,4,7,17
822,007949,22,48,74,136
823,007958,17,28,36,88
824,007977,23,42,67,131
825,007979,21,43,66,123
826,007990,28,54,79,151
827,007999,24,46,70,130
828,0079AB,12,17,20,34
829,007AH1,27,51,58,61
830,008002,22,42,65,121
831,008015,16,19,20,29
832,008017,11,19,32,75
833,008020,0,0,0,1
834,008029,2,3,8,19
835,008032,13,32,58,122
836,008057,2,5,8,15
837,008059,22,44,68,130
838,008064,1,4,4,7
839,008078,22,44,67,128
840,008080,3,4,7,28
841,008081,22,46,70,130
842,008098,24,46,69,132
843,0080AJ,17,36,60,124
844,008129,23,44,71,135
845,008146,0,0,0,12
846,008156,2,10,20,67
847,008163,0,1,2,14
848,008171,7,16,26,56
849,008172,16,35,53,99
850,008173,7,13,13,47
851,008183,5,10,13,19
852,008192,22,35,58,109
853,008199,4,8,14,30
854,0081AH,0,0,2,6
855,008200,18,38,61,119
856,008201,5,7,7,12
857,008204,17,35,56,111
858,008208,28,52,80,146
859,008218,4,10,17,31
860,008227,23,46,70,98
861,008230,13,29,38,70
862,008231,0,0,1,5
863,008239,5,7,14,29
864,008268,1,5,7,13
865,008269,28,51,77,150
866,008290,5,11,19,47
867,0082AC,15,38,60,71
868,008324,0,1,4,14
869,008370,0,1,3,52
870,008375,22,44,67,130
871,008381,15,33,54,112
872,008389,12,28,43,86
873,008394,0,1,2,9
874,008395,0,0,3,7
875,008398,23,48,73,144
876,008528,11,33,50,109
877,008531,20,42,64,120
878,0085TH,4,12,15,39
879,008622,4,5,10,26
880,008644,0,0,0,3
881,008657,0,2,2,5
882,00866L,22,34,34,34
883,008682,0,0,0,6
884,008684,22,44,67,126
885,008695,8,9,21,39
886,0086AA,0,0,0,2
887,0086AB,7,16,29,77
888,008704,22,44,68,128
889,008722,3,8,12,16
890,008737,23,47,72,135
891,008738,27,55,84,159
892,008755,11,22,30,46
893,008759,0,0,0,1
894,008781,16,21,25,41
895,008786,22,44,67,129
896,008802,0,1,5,20
897,008812,14,19,19,19
898,008824,20,42,65,117
899,008829,0,0,0,1
900,008851,0,0,0,7
901,008865,21,41,58,111
902,008885,4,12,32,102
903,008888,22,44,67,127
904,008899,13,36,60,129
905,008940,1,2,5,13
906,008964,0,1,13,30
907,008989,14,33,45,82
908,0089AB,0,0,0,3
909,0089AC,21,26,26,26
910,0089AD,6,13,36,106
911,0089AK,0,5,28,68
912,009001,22,44,67,126
913,009017,0,1,4,4
914,009031,0,0,1,36
915,009033,0,1,2,19
916,009048,1,1,1,2
917,009059,22,44,68,130
918,009064,14,27,40,76
919,009069,1,1,8,10
920,009086,0,1,2,3
921,009098,1,4,5,33
922,0090AH,9,20,31,39
923,009120,14,22,27,48
924,009137,1,3,11,45
925,009139,5,8,21,59
926,009194,20,42,63,126
927,0091AB,21,38,62,118
928,009214,0,1,2,4
929,009217,4,5,8,27
930,009218,4,5,9,20
931,009231,25,48,72,135
932,009251,7,16,22,38
933,009253,0,0,0,4
934,009269,0,0,0,3
935,009271,2,5,21,77
936,009274,1,1,2,16
937,009283,21,40,62,113
938,009290,23,45,68,127
939,009291,2,5,7,12
940,009294,0,0,3,8
941,009298,11,21,40,91
942,0092AE,19,43,69,88
943,009314,23,46,69,132
944,009315,22,44,68,110
945,009326,22,45,68,126
946,009345,24,47,67,108
947,009346,0,0,0,4
948,009387,9,17,27,40
949,009392,11,25,31,81
950,009396,5,7,8,17
951,009399,9,10,17,26
952,0093AC,15,16,17,20
953,0093AH,0,0,0,2
954,009410,0,0,0,1
955,009431,14,34,52,88
956,009438,10,13,23,54
957,009441,19,24,41,89
958,009447,0,0,0,2
959,009457,8,25,35,53
960,009460,27,44,49,69
961,009465,1,5,9,34
962,009466,12,16,21,45
963,009474,23,45,68,129
964,009476,23,47,72,134
965,009487,9,11,15,30
966,009503,2,2,2,2
967,009508,29,57,80,146
968,009534,5,6,7,11
969,009548,16,26,31,55
970,009554,15,33,59,126
971,009586,23,46,69,137
972,0095AC,22,43,66,123
973,0095AD,4,7,20,43
974,0095HL,25,25,25,25
975,009604,23,45,69,129
976,009605,24,46,70,133
977,009609,1,2,2,8
978,009617,18,30,44,93
979,009633,0,0,0,2
980,009644,22,42,64,125
981,009653,22,45,70,133
982,009658,15,23,26,49
983,009661,18,38,62,107
984,009672,7,12,29,65
985,009674,14,37,59,112
986,009692,3,6,18,65
987,009693,13,21,29,81
988,009698,2,3,7,14
989,0096AD,18,29,35,63
990,009711,5,5,5,5
991,009716,20,44,59,110
992,009719,3,7,7,32
993,009726,22,41,64,119
994,009740,0,0,0,2
995,009742,4,6,15,30
996,009746,23,46,70,129
997,009754,5,23,43,62
998,009758,0,0,2,2
999,009763,4,10,16,28
1000,009784,0,3,3,3
1001,009787,6,9,11,29
1002,009800,1,5,15,43
1003,009801,0,0,0,4
1004,009804,0,0,0,3
1005,009809,1,1,1,4
1006,009828,21,38,38,44
1007,009844,22,41,55,86
1008,009854,4,20,44,105
1009,009860,16,23,29,60
1010,009880,27,54,81,157
1011,009897,8,8,8,8
1012,009908,30,59,87,167
1013,009938,23,46,71,136
1014,009944,22,47,70,133
1015,009948,10,25,32,34
1016,009954,0,0,0,15
1017,009955,4,5,13,43
1018,009966,6,19,33,79
1019,009968,0,0,0,1
1020,009991,21,42,65,123
1021,009999,10,19,23,55
1022,0099AB,5,15,30,62
1023,0099AN,3,7,11,30
1024,0099CC,22,44,67,132
1025,0099JP,23,50,78,146
1026,009C99,5,5,5,5
1027,010002,1,1,1,11
1028,010012,16,38,60,121
1029,010017,21,43,65,127
1030,010036,9,13,18,47
1031,010061,23,46,69,130
1032,010062,1,2,5,18
1033,010065,0,0,0,4
1034,010078,25,48,75,135
1035,010090,4,5,8,24
1036,010092,0,0,2,8
1037,010094,24,47,70,137
1038,0100AV,3,5,8,30
1039,01010Q,3,5,8,32
1040,010119,0,0,0,1
1041,010132,22,44,59,61
1042,010135,2,4,4,15
1043,010139,0,1,1,5
1044,010165,0,1,1,9
1045,010166,22,42,65,125
1046,010171,0,0,4,7
1047,010172,2,2,4,8
1048,010178,24,48,73,140
1049,010187,12,14,18,67
1050,010197,14,14,20,64
1051,010198,1,3,8,32
1052,0101AD,1,1,2,4
1053,0101AI,21,43,67,129
1054,0101AJ,1,2,2,17
1055,0101AK,4,7,7,9
1056,0101AS,19,40,65,126
